"nrhus";"nuvirdi";"teg_eign";"ibm2";"matssvaedi";"gaedi"
1283;53363,7;"einbylishus";168,5;"Hafnarfjordur";3,096
1284;23380,5;"ibudareign";78,4;"Kopavogur";2,43
1285;43933,5;"ibudareign";124,7;"Kopavogur";3,405
1286;44315,7;"ibudareign";124,7;"Kopavogur";3,001
1287;28497,3;"ibudareign";102,2;"Kopavogur";2,432
1288;28497,3;"ibudareign";102,2;"Kopavogur";2,273
1289;33182,5;"ibudareign";83,1;"Kopavogur";3,704
1290;54709,2;"ibudareign";119;"Kopavogur";3,94
1291;21676,2;"ibudareign";74,2;"Breidholt";2,497
1292;36582;"ibudareign";119,2;"Grafarvogur";3,199
1293;34663,2;"ibudareign";94,5;"Hafnarfjordur";3,119
1294;30043;"ibudareign";89,8;"Midbaer";2,233
1295;43798,3;"radhus";105,9;"LaugarneshverfiVogar";3,487
1296;24050;"ibudareign";80,8;"Midbaer";1,799
1297;39404,3;"ibudareign";108,5;"Hafnarfjordur";3,125
1298;55091,4;"ibudareign";136,3;"Kopavogur";3,305
1299;23173,8;"ibudareign";75,1;"Kopavogur";2,471
1300;54133,3;"ibudareign";156,1;"Kopavogur";2,982
1301;28065,7;"ibudareign";101,9;"Grafarvogur";2,739
1302;41730;"ibudareign";108,8;"Hafnarfjordur";3,619
1303;65705,9;"Parhus";153,7;"Seltjarnanes";3,662
1304;45817,2;"radhus";155,4;"Breidholt";2,672
1305;32598,8;"ibudareign";82,8;"Midbaer";2,592
1306;49762,7;"ibudareign";197,6;"Grafarvogur";2,54
1307;27263,6;"ibudareign";86;"Hlidar";2,421
1308;27170;"ibudareign";46,6;"Midbaer";4,052
1309;41990;"ibudareign";113,8;"Seltjarnanes";3,203
1310;41811,9;"ibudareign";107,7;"LaugarneshverfiVogar";3,943
1311;43993,3;"ibudareign";155,3;"Hafnarfjordur";2,524
1312;35579,7;"ibudareign";113,6;"Hafnarfjordur";3,006
1313;59170,8;"einbylishus";145,6;"Grafarvogur";3,651
1314;46610,2;"ibudareign";146,3;"Kopavogur";3,033
1315;29265,6;"ibudareign";73;"Kopavogur";3,29
1316;46384;"ibudareign";135,9;"Kopavogur";3,056
1317;19979,7;"ibudareign";65,8;"Kopavogur";2,858
1318;63943,1;"einbylishus";215,1;"Gerdin";3,494
1319;35568;"ibudareign";110,7;"Grafarvogur";3,073
1320;44311,8;"ibudareign";114,5;"Gerdin";3,576
1321;29494,4;"ibudareign";118,8;"Hafnarfjordur";2,179
1322;37672,7;"ibudareign";90,5;"LaugarneshverfiVogar";3,669
1323;22865,7;"ibudareign";56,1;"Kopavogur";3,554
1324;35994,4;"ibudareign";130,7;"Kopavogur";2,649
1325;27119,3;"ibudareign";68,1;"Midbaer";2,758
1326;43583,8;"ibudareign";108,9;"Grafarvogur";3,435
1327;56392,7;"einbylishus";179;"Hafnarfjordur";2,816
1328;26208;"ibudareign";83,9;"Mosfellsbaer";2,611
1329;36608;"ibudareign";120,4;"Mosfellsbaer";2,865
1330;22224,8;"ibudareign";95,5;"Arbaer";1,777
1331;38870;"ibudareign";116,2;"Kopavogur";2,838
1332;20651,8;"ibudareign";87,4;"Kopavogur";1,91
1333;23047,7;"ibudareign";52,5;"Seltjarnanes";3,389
1334;26993,2;"ibudareign";70,5;"Kopavogur";3,503
1335;21304,4;"ibudareign";66,8;"Kopavogur";2,712
1336;38933,7;"ibudareign";108,1;"Kopavogur";3,311
1337;23237,5;"ibudareign";79,9;"Kopavogur";2,594
1338;40131;"ibudareign";125,2;"Kopavogur";2,913
1339;32611,8;"ibudareign";91,8;"Kopavogur";3,231
1340;27290,9;"ibudareign";65,8;"Haaleiti";3,357
1341;86218,6;"radhus";235,8;"Seltjarnanes";3,118
1342;42604,9;"einbylishus";126,1;"Gardabaer";3,208
1343;37170,9;"ibudareign";109,8;"Kopavogur";2,829
1344;45164,6;"ibudareign";128,6;"Kopavogur";2,967
1345;45363,5;"radhus";145,2;"Mosfellsbaer";2,643
1346;34422,7;"radhus";75,8;"Gardabaer";3,96
1347;33772,7;"ibudareign";90,5;"Kopavogur";3,252
1348;21292,7;"ibudareign";57,7;"Mosfellsbaer";3,375
1349;23400;"ibudareign";53,7;"Midbaer";2,8
1350;38283,7;"ibudareign";89,4;"Breidholt";2,999
1351;51907,7;"radhus";132,6;"Grafarvogur";4,006
1352;34234,2;"ibudareign";101,1;"Gardabaer";3,374
1353;41928,9;"ibudareign";128,7;"Kopavogur";2,566
1354;18809,7;"ibudareign";63,2;"Hafnarfjordur";2,814
1355;45628,7;"ibudareign";120,3;"Hafnarfjordur";3,567
1356;46464,6;"radhus";139,5;"Mosfellsbaer";2,875
1357;28008,5;"ibudareign";88,9;"Gardabaer";2,523
1358;33818,2;"radhus";105,5;"Gardabaer";3,041
1359;16620,5;"ibudareign";55;"Hafnarfjordur";2,786
1360;40404;"ibudareign";137,6;"Hlidar";2,42
1361;85904;"einbylishus";229,5;"Midbaer";2,358
1362;24469,9;"ibudareign";83,7;"LaugarneshverfiVogar";2,66
1364;23340,2;"ibudareign";90,4;"Breidholt";1,997
1365;32656;"ibudareign";80,1;"Kopavogur";3,422
1366;17884,1;"ibudareign";45,8;"Grafarholt";3,962
1367;42194,1;"ibudareign";115,8;"Hafnarfjordur";3,559
1368;46358;"ibudareign";126,1;"Hafnarfjordur";3,568
1369;27246,7;"ibudareign";94,1;"Hafnarfjordur";2,73
1370;21834,8;"ibudareign";68,9;"Grafarholt";2,987
1371;16380;"ibudareign";46,9;"Midbaer";2,282
1372;28870,4;"ibudareign";95,9;"Gardabaer";2,606
1373;40809,6;"ibudareign";164,9;"Hafnarfjordur";2,271
1374;48100;"radhus";124;"Gardabaer";3,447
1375;31556,2;"ibudareign";92,8;"Kopavogur";2,811
1376;42655,6;"ibudareign";119,5;"Kopavogur";2,988
1377;22405,5;"ibudareign";84,2;"Kopavogur";2,488
1378;33012,2;"ibudareign";104,2;"Kopavogur";2,639
1379;22222,2;"ibudareign";88,5;"Breidholt";2,128
1380;56516,2;"einbylishus";145,5;"Gardabaer";3,539
1381;22709,7;"ibudareign";107,9;"Kopavogur";2,022
1382;47086;"ibudareign";108,8;"Gerdin";3,748
1383;46589,4;"ibudareign";147,9;"Gerdin";4,045
1384;47862,1;"radhus";158,6;"Breidholt";2,254
1385;54336,1;"ibudareign";156,4;"Hlidar";2,8
1386;21747,7;"ibudareign";77,4;"Hafnarfjordur";2,63
1387;32214;"ibudareign";98,3;"Midbaer";2,228
1388;66519,7;"einbylishus";187,9;"Hafnarfjordur";3,595
1389;23897,9;"ibudareign";95,5;"Breidholt";1,865
1390;30686,5;"ibudareign";106,6;"Breidholt";2,414
1391;45451,9;"radhus";123,8;"Hafnarfjordur";3,694
1393;34101,6;"ibudareign";97,5;"Hafnarfjordur";3,267
1394;35833,2;"ibudareign";98,1;"Hafnarfjordur";3,555
1395;34044,4;"ibudareign";116,2;"Mosfellsbaer";2,484
1396;24263,2;"ibudareign";112,9;"Breidholt";1,6
1397;43197,7;"ibudareign";90,3;"Vesturbaer";3,83
1398;21399,3;"ibudareign";62,4;"Hafnarfjordur";3,063
1399;40151,8;"ibudareign";103,1;"Hafnarfjordur";3,55
1400;38981,8;"ibudareign";116,9;"Hlidar";2,713
1401;46733,7;"ibudareign";120;"Fossvogur";3,074
1402;30898,4;"ibudareign";68,5;"Midbaer";3,194
1403;20061,6;"ibudareign";53,5;"Arbaer";3,085
1404;21885,5;"ibudareign";84,3;"Hafnarfjordur";2,399
1405;24572,6;"ibudareign";60,7;"Hafnarfjordur";3,547
1406;35418,5;"ibudareign";98,1;"Hafnarfjordur";3,163
1407;47326,5;"radhus";106,8;"Mosfellsbaer";3,562
1408;35100;"ibudareign";92,1;"Kopavogur";3,478
1409;36615,8;"ibudareign";112,7;"Hlidar";2,406
1410;59979,4;"einbylishus";165,9;"Hafnarfjordur";3,203
1411;24692,2;"ibudareign";82,1;"Gerdin";3,831
1412;28392;"ibudareign";94,6;"LaugarneshverfiVogar";2,74
1413;34333;"ibudareign";123,5;"Hafnarfjordur";2,721
1414;29550,3;"ibudareign";98,8;"LaugarneshverfiVogar";2,721
1415;20489,3;"ibudareign";53,9;"Hlidar";2,816
1416;25305,8;"ibudareign";53,4;"Midbaer";3,23
1417;76462,1;"einbylishus";210,1;"Seltjarnanes";2,991
1418;48880;"ibudareign";120,3;"Hafnarfjordur";3,607
1419;29429,4;"ibudareign";72,9;"Kopavogur";3,513
1420;23861,5;"ibudareign";84,7;"LaugarneshverfiVogar";2,245
1421;21797,1;"ibudareign";91,9;"Hafnarfjordur";1,942
1422;22490;"ibudareign";87,5;"Kopavogur";2,39
1423;46455,5;"ibudareign";177,7;"Kopavogur";2,343
1424;46744,1;"ibudareign";107,5;"Kopavogur";4,258
1425;50700;"ibudareign";124,8;"Midbaer";2,957
1426;32146,4;"ibudareign";78,7;"Midbaer";2,588
1427;31740,8;"radhus";86,6;"Mosfellsbaer";3,164
1428;46369,7;"ibudareign";130,2;"Kopavogur";3,161
1429;43284,8;"ibudareign";116,9;"Kopavogur";3,174
1430;36364,9;"ibudareign";125,9;"Kopavogur";2,309
1431;26878,8;"ibudareign";80,1;"Kopavogur";2,734
1432;39014,3;"ibudareign";118,6;"LaugarneshverfiVogar";2,658
1433;26114,4;"ibudareign";80;"Hafnarfjordur";3,22
1434;36107,5;"ibudareign";116,1;"Hafnarfjordur";3,009
1435;40253,2;"ibudareign";130,7;"Kopavogur";2,909
1437;33150;"ibudareign";87,5;"Arbaer";2,977
1438;28321,8;"ibudareign";94,4;"Grafarvogur";2,937
1439;28579,2;"ibudareign";105,8;"Hafnarfjordur";2,466
1440;33763,6;"ibudareign";65,4;"Gerdin";3,533
1441;62207,6;"einbylishus";162,3;"Grafarholt";3,764
1442;32364,8;"ibudareign";121,6;"Kopavogur";2,385
1443;52864,5;"einbylishus";196,4;"Kopavogur";2,231
1444;22366,5;"ibudareign";94,8;"Breidholt";1,883
1445;43251;"einbylishus";161,7;"Kopavogur";2,447
1446;61036,3;"radhus";267,7;"Kopavogur";1,858
1447;35731,8;"ibudareign";130,7;"Kopavogur";2,662
1448;27926,6;"ibudareign";70,5;"Kopavogur";3,731
1449;47287,5;"ibudareign";130,2;"Kopavogur";3,167
1450;31668;"ibudareign";109,8;"Kopavogur";2,519
1451;54947,1;"ibudareign";111,4;"Seltjarnanes";4,061
1453;35778,6;"ibudareign";106,2;"Gerdin";3,679
1454;60628,1;"Parhus";179,5;"Kopavogur";3,038
1455;69652,7;"ibudareign";230;"Kopavogur";2,789
1456;33772,7;"ibudareign";106,1;"Kopavogur";2,751
1457;18857,8;"ibudareign";75,1;"Kopavogur";2,394
1458;19912,1;"ibudareign";53,4;"Kopavogur";3,382
1459;22730,5;"ibudareign";53,4;"Kopavogur";3,613
1460;33614,1;"ibudareign";102,1;"Kopavogur";3,027
1462;41551,9;"ibudareign";123,2;"Hafnarfjordur";3,256
1463;51664,6;"radhus";184,1;"Hafnarfjordur";2,315
1464;48063,6;"ibudareign";126,1;"Hafnarfjordur";3,814
1465;20719,4;"ibudareign";62,7;"LaugarneshverfiVogar";2,685
1466;82988,1;"einbylishus";289,1;"Midbaer";1,619
1467;40114,1;"ibudareign";117;"Gardabaer";3,387
1468;43833,4;"ibudareign";139,8;"Hafnarfjordur";3,057
1469;61720,1;"einbylishus";160,9;"Gardabaer";3,592
1470;28888,6;"ibudareign";88,6;"Midbaer";1,936
1471;30317,3;"ibudareign";105,5;"Breidholt";2,376
1473;17373,2;"ibudareign";46,3;"Fossvogur";3,504
1475;30564,3;"ibudareign";74,7;"Gerdin";3,455
1476;18387,2;"ibudareign";47,6;"LaugarneshverfiVogar";3,617
1477;59995;"radhus";203,5;"Gerdin";3,409
1478;33640,1;"ibudareign";109,4;"Gerdin";3,551
1479;24040,9;"ibudareign";69,5;"Haaleiti";2,828
1480;29863,6;"ibudareign";90,6;"Hafnarfjordur";2,652
1481;32490,9;"ibudareign";107,4;"Breidholt";2,552
1482;30576;"ibudareign";101,4;"Grafarholt";3,22
1483;19493,5;"ibudareign";60,3;"LaugarneshverfiVogar";2,642
1484;26520;"ibudareign";87,6;"Grafarvogur";3,131
1485;52863,2;"radhus";175,6;"Mosfellsbaer";2,972
1486;58115,2;"ibudareign";217,8;"Hafnarfjordur";2,539
1487;22750;"ibudareign";85,1;"Kopavogur";2,122
1488;30097,6;"ibudareign";78,8;"Kopavogur";3,198
1489;37655,8;"ibudareign";150,6;"Grafarvogur";2,574
1490;25808,9;"ibudareign";89,8;"LaugarneshverfiVogar";2,692
1491;25157,6;"ibudareign";59,4;"LaugarneshverfiVogar";4,052
1492;22981,4;"ibudareign";75,3;"Grafarvogur";3,004
1493;33748;"ibudareign";106,4;"Kopavogur";2,693
1494;51571;"einbylishus";164,7;"Kopavogur";2,531
1495;28223;"ibudareign";70,5;"Kopavogur";3,69
1496;29872,7;"ibudareign";77,6;"Grafarholt";4,151
1497;26499,2;"ibudareign";90,7;"Grafarvogur";2,904
1498;51233;"einbylishus";148,8;"Gerdin";4,133
1499;36017,8;"ibudareign";105,8;"Mosfellsbaer";3,296
1500;35662,9;"ibudareign";92,4;"Midbaer";2,611
1501;23773,1;"ibudareign";74,1;"Midbaer";2,035
1502;32396;"ibudareign";112,4;"Grafarholt";2,747
1503;23189,4;"ibudareign";100,6;"Breidholt";2,022
1504;58364,8;"einbylishus";170,8;"Hafnarfjordur";3,185
1505;35198,8;"ibudareign";97,1;"Midbaer";2,124
1506;28546,7;"ibudareign";107,7;"Hafnarfjordur";2,419
1507;17686,5;"ibudareign";57;"LaugarneshverfiVogar";2,793
1508;49439;"radhus";120,2;"Kopavogur";3,939
1509;40024,4;"ibudareign";122,9;"Kopavogur";2,971
1510;25191,4;"ibudareign";47,9;"Midbaer";3,118
1511;27690;"ibudareign";70,5;"Kopavogur";3,314
1512;30742,4;"ibudareign";87,6;"Kopavogur";3,137
1513;39201,5;"ibudareign";104,4;"Kopavogur";3,612
1514;40266,2;"ibudareign";106,5;"Kopavogur";3,064
1515;29203,2;"ibudareign";110,6;"Kopavogur";2,251
1516;25203,1;"ibudareign";103,8;"Hafnarfjordur";1,978
1517;38249,9;"ibudareign";125,3;"Seltjarnanes";2,717
1518;35705,8;"ibudareign";119,1;"Hafnarfjordur";2,639
1519;14979,9;"ibudareign";55,4;"Hafnarfjordur";2,558
1520;24003,2;"ibudareign";56,9;"Vesturbaer";3,092
1521;16315;"ibudareign";41,6;"Mosfellsbaer";3,701
1522;18471,7;"ibudareign";72,2;"Hlidar";1,848
1523;18950,1;"ibudareign";65,2;"Breidholt";2,492
1524;35727,9;"ibudareign";97,9;"Vesturbaer";2,867
1525;29205,8;"ibudareign";78,3;"Vesturbaer";2,937
1526;21531,9;"ibudareign";57;"LaugarneshverfiVogar";3,056
1527;48742,2;"ibudareign";121,3;"LaugarneshverfiVogar";3,206
1528;87258,6;"einbylishus";192,3;"Grafarvogur";3,607
1529;34652,8;"ibudareign";95,8;"Hafnarfjordur";3,701
1530;22090,9;"ibudareign";99;"Kopavogur";1,795
1531;34348,6;"radhus";109,3;"Gerdin";3,459
1532;21416,2;"ibudareign";61,3;"Grafarvogur";3,25
1533;44850;"ibudareign";102,3;"Fossvogur";3,969
1534;36281,7;"ibudareign";89,4;"Breidholt";2,94
1535;44006,3;"ibudareign";118,4;"Gardabaer";3,539
1536;33173,4;"ibudareign";91,7;"Kopavogur";3,153
1537;43108;"ibudareign";119;"Kopavogur";3,032
1538;43218,5;"ibudareign";106,1;"Midbaer";2,809
1539;23400;"ibudareign";94,2;"Hafnarfjordur";2,197
1540;49444,2;"ibudareign";119,3;"Midbaer";2,953
1541;51691,9;"einbylishus";149;"Gardabaer";2,755
1542;44025,8;"ibudareign";155,7;"Kopavogur";2,257
1543;27953,9;"ibudareign";69,6;"Fossvogur";3,675
1544;31162,3;"ibudareign";112,4;"Arbaer";2,483
1545;30664,4;"ibudareign";109;"Kopavogur";2,414
1546;60022,3;"ibudareign";134,8;"Kopavogur";4,215
1547;40176,5;"radhus";129,6;"Gerdin";3,341
1548;30210,7;"ibudareign";80,8;"Hafnarfjordur";3,252
1549;25178,4;"ibudareign";79,6;"Midbaer";2,031
1550;22335,3;"ibudareign";46,6;"Midbaer";2,842
1551;74441,9;"einbylishus";233,3;"Hafnarfjordur";2,693
1552;31012,8;"ibudareign";90,5;"Mosfellsbaer";3,399
1553;46484,1;"ibudareign";108,1;"LaugarneshverfiVogar";3,525
1554;28035,8;"ibudareign";81,8;"Gerdin";3,523
1555;32359,6;"ibudareign";95,8;"Gerdin";3,749
1556;20150;"ibudareign";82;"Breidholt";1,936
1557;22100;"ibudareign";59,3;"Haaleiti";3,126
1558;45500;"ibudareign";114,5;"Gerdin";3,795
1559;32089,2;"ibudareign";104,3;"Hafnarfjordur";2,739
1560;21448,7;"ibudareign";87,9;"Breidholt";1,862
1561;21734,7;"ibudareign";83,5;"LaugarneshverfiVogar";2,396
1562;50026,6;"radhus";201,9;"Breidholt";2,007
1563;29846,7;"ibudareign";91;"Midbaer";2,08
1564;20775,3;"ibudareign";86,9;"Kopavogur";2,233
1565;51932,4;"einbylishus";160,9;"Kopavogur";2,799
1566;53596,4;"radhus";175,7;"Fossvogur";2,838
1567;36215,4;"ibudareign";124,1;"Grafarholt";3,029
1568;37089;"ibudareign";110;"Grafarvogur";3,159
1569;24118,9;"ibudareign";62,4;"Gerdin";3,576
1570;34856,9;"ibudareign";100;"Kopavogur";3,164
1571;22100;"ibudareign";70,6;"Hlidar";2,259
1572;30621,5;"ibudareign";85,5;"Kopavogur";3,294
1573;26908,7;"ibudareign";84,1;"Kopavogur";2,921
1574;26566,8;"ibudareign";72;"Fossvogur";3,31
1575;46697,3;"ibudareign";135,5;"LaugarneshverfiVogar";3,105
1576;31747,3;"ibudareign";85,7;"Hlidar";3,035
1577;29872,7;"ibudareign";60,5;"Midbaer";3,22
1578;23491;"ibudareign";78,8;"Grafarvogur";2,585
1579;25600,9;"ibudareign";81,3;"Gerdin";3,596
1580;52356,2;"ibudareign";169,3;"LaugarneshverfiVogar";2,523
1581;44457,4;"radhus";108,3;"Grafarvogur";4,088
1582;33036,9;"ibudareign";88,8;"Mosfellsbaer";3,709
1583;31146,7;"ibudareign";80,6;"Gerdin";4,075
1584;43496,7;"ibudareign";101,7;"LaugarneshverfiVogar";3,929
1585;36445,5;"einbylishus";90,9;"Hafnarfjordur";3,791
1586;45414,2;"ibudareign";135,6;"Hafnarfjordur";3,069
1587;38090;"ibudareign";116,7;"Gardabaer";3,205
1588;25009,4;"ibudareign";75,1;"LaugarneshverfiVogar";2,816
1589;23660;"ibudareign";96,1;"Hafnarfjordur";2,27
1590;61682,4;"einbylishus";151,7;"Hafnarfjordur";3,591
1591;38740;"ibudareign";106,1;"Hafnarfjordur";3,751
1592;25879,1;"ibudareign";115,5;"Hafnarfjordur";2,152
1593;59363,2;"einbylishus";232,8;"Kopavogur";2,422
1594;30937,4;"ibudareign";88,9;"Hafnarfjordur";3,016
1595;57531,5;"radhus";203;"Gardabaer";2,354
1596;18200;"ibudareign";54,8;"Hlidar";2,956
1597;21378,5;"ibudareign";73,7;"Breidholt";2,339
1598;27892,8;"ibudareign";77;"Hlidar";3,133
1601;12347,4;"ibudareign";69,5;"LaugarneshverfiVogar";1,603
1602;21190;"ibudareign";62,6;"Kopavogur";3,237
1603;27935,7;"ibudareign";70,5;"Kopavogur";3,84
1604;18436,6;"ibudareign";66,5;"Hafnarfjordur";2,402
1605;52618,8;"ibudareign";98,4;"Hlidar";4,335
1606;26439,4;"ibudareign";57,2;"Kopavogur";3,756
1607;42250;"ibudareign";98,4;"Hlidar";3,852
1608;37271;"ibudareign";75,6;"Midbaer";3,305
1609;28187,9;"ibudareign";92,5;"Mosfellsbaer";2,856
1610;45490,9;"ibudareign";125,7;"Fossvogur";3,179
1611;18768,1;"ibudareign";64,2;"Arbaer";2,513
1612;53509,3;"einbylishus";175,1;"Vesturbaer";2,465
1613;25595,7;"ibudareign";83,2;"Hafnarfjordur";3,005
1614;37443,9;"ibudareign";113,6;"Grafarholt";2,979
1615;33215;"ibudareign";60,9;"Midbaer";3,454
1616;59705,1;"einbylishus";142,5;"Grafarvogur";3,934
1618;49891,4;"einbylishus";233,3;"Mosfellsbaer";1,971
1619;34667,1;"radhus";108;"Mosfellsbaer";2,666
1620;28120,3;"ibudareign";113,6;"Hafnarfjordur";2,42
1621;22386;"ibudareign";88,1;"Hafnarfjordur";2,419
1622;14687,4;"ibudareign";46,8;"Gerdin";3,765
1623;21045,7;"ibudareign";56,7;"Gerdin";3,66
1624;31804,5;"ibudareign";74,5;"Midbaer";2,767
1625;60725,6;"ibudareign";137,3;"LaugarneshverfiVogar";3,92
1626;66245,4;"einbylishus";184,8;"Breidholt";3,219
1627;38333,1;"einbylishus";110,1;"Gardabaer";3,11
1628;35328,8;"ibudareign";102,7;"Hlidar";2,66
1629;35187,1;"ibudareign";87,7;"Hafnarfjordur";4,033
1630;54210;"ibudareign";159,1;"Kopavogur";3,022
1631;24689,6;"ibudareign";83,3;"Kopavogur";2,353
1632;26682,5;"ibudareign";115,3;"Breidholt";1,809
1633;46075,9;"ibudareign";119,9;"Kopavogur";3,494
1634;31153,2;"ibudareign";80,8;"Hafnarfjordur";3,618
1635;44968,3;"ibudareign";116,5;"Kopavogur";3,147
1636;33022,6;"ibudareign";106,5;"LaugarneshverfiVogar";2,572
1637;33387,9;"ibudareign";107;"Seltjarnanes";2,387
1638;25538,5;"ibudareign";75,8;"Gerdin";3,679
1639;31512;"ibudareign";95,4;"Hafnarfjordur";3,188
1640;41782;"ibudareign";107,5;"Kopavogur";3,032
1641;25104,3;"ibudareign";76,7;"Grafarvogur";3,136
1642;44535,4;"ibudareign";124,7;"Kopavogur";3,105
1643;50654,5;"ibudareign";113,8;"Seltjarnanes";3,882
1644;23985;"ibudareign";65,8;"Vesturbaer";2,739
1645;35269;"ibudareign";104;"Gardabaer";3,291
1646;62852,4;"einbylishus";174,5;"Hafnarfjordur";3,431
1647;24021,4;"ibudareign";80,5;"Grafarvogur";2,835
1648;50238,5;"ibudareign";105,5;"Midbaer";3,256
1649;39098,8;"einbylishus";112;"Gerdin";3,846
1650;40404;"ibudareign";105,2;"Hafnarfjordur";3,782
1651;59904;"einbylishus";166,9;"Hafnarfjordur";3,168
1652;31142,8;"ibudareign";94,4;"Hafnarfjordur";2,885
1653;22584,9;"ibudareign";91,1;"Hafnarfjordur";2,242
1654;44366,4;"ibudareign";120,3;"Hafnarfjordur";3,613
1655;22822,8;"ibudareign";80,1;"Kopavogur";2,47
1656;28978,3;"ibudareign";70,3;"Kopavogur";3,384
1657;31935,8;"ibudareign";72,9;"Kopavogur";4,35
1658;33556,9;"ibudareign";81,4;"Kopavogur";3,594
1659;31673,2;"ibudareign";87,4;"Kopavogur";3,355
1660;22620;"ibudareign";53,4;"Kopavogur";3,921
1661;27194,7;"ibudareign";74,2;"Seltjarnanes";2,836
1662;34972,6;"ibudareign";92,3;"Midbaer";2,425
1663;28064,4;"ibudareign";119,7;"Hafnarfjordur";2,031
1664;23241,4;"ibudareign";61,1;"Hafnarfjordur";3,268
1665;35003,8;"ibudareign";103,7;"LaugarneshverfiVogar";3,098
1666;47348,6;"einbylishus";118,8;"Hafnarfjordur";3,394
1667;20651,8;"ibudareign";45,3;"Midbaer";3,083
1669;43436,9;"radhus";228,5;"Breidholt";1,608
1670;41364,7;"ibudareign";100,8;"Midbaer";2,587
1671;23416,9;"ibudareign";60,4;"Vesturbaer";2,924
1672;30244,5;"ibudareign";88,2;"Kopavogur";2,851
1673;27287;"ibudareign";105,1;"Hafnarfjordur";2,479
1674;39465,4;"ibudareign";121,6;"Kopavogur";3,177
1675;31050,5;"ibudareign";130,6;"Kopavogur";2,135
1676;88437,7;"einbylishus";202,7;"Gardabaer";4,099
1677;34018,4;"ibudareign";85,7;"Hlidar";3,215
1678;22393,8;"ibudareign";73,8;"Kopavogur";2,473
1679;53690;"radhus";134,7;"Arbaer";3,614
1680;20038,2;"ibudareign";68,1;"Breidholt";2,626
1681;25963,6;"ibudareign";57,2;"Kopavogur";4,254
1682;51870;"einbylishus";132,8;"Gerdin";4,069
1683;18980;"ibudareign";60,3;"LaugarneshverfiVogar";3,063
1684;87679,8;"ibudareign";174,3;"LaugarneshverfiVogar";4,099
1685;41653,3;"ibudareign";101,7;"LaugarneshverfiVogar";3,791
1686;23145,2;"ibudareign";79,8;"Hafnarfjordur";2,839
1687;24425,7;"ibudareign";80,3;"Hafnarfjordur";2,903
1688;24700;"ibudareign";78,1;"Kopavogur";2,904
1689;46108,4;"ibudareign";105,1;"Kopavogur";3,939
1690;18678,4;"ibudareign";60,6;"Breidholt";2,434
1691;28185,3;"ibudareign";69,6;"Fossvogur";3,274
1692;19490,9;"ibudareign";73,4;"Breidholt";2,14
1693;28505,1;"ibudareign";101,1;"Breidholt";2,438
1694;22900,8;"ibudareign";68,9;"Grafarholt";3,42
1695;64512,5;"einbylishus";185;"Breidholt";2,831
1696;24390,6;"ibudareign";86,1;"Kopavogur";2,506
1697;50610,3;"einbylishus";207,3;"Breidholt";2,056
1698;45160,7;"einbylishus";190;"Hafnarfjordur";2,017
1699;51542,4;"radhus";198;"Fossvogur";2,46
1700;30930,9;"ibudareign";88;"Grafarvogur";3,503
1701;44218,2;"Parhus";138,1;"Grafarvogur";3,133
1702;60872,5;"einbylishus";149,5;"Breidholt";2,749
1703;23998;"ibudareign";53,3;"Kopavogur";3,613
1704;48594;"einbylishus";149,9;"Kopavogur";2,823
1705;27098,5;"ibudareign";58,8;"Kopavogur";3,624
1706;32527,3;"ibudareign";94,1;"Kopavogur";3,335
1707;31241,6;"ibudareign";100;"Kopavogur";2,565
1708;25480;"einbylishus";71;"Gardabaer";3,262
1709;55246,1;"ibudareign";140,8;"Kopavogur";3,268
1710;49904,4;"radhus";181,5;"Grafarvogur";2,622
1711;38220;"ibudareign";119,2;"Grafarvogur";2,774
1713;58653,4;"Parhus";163,8;"Kopavogur";3,348
1714;47776,3;"ibudareign";119,9;"Kopavogur";3,726
1715;34967,4;"ibudareign";122,5;"Kopavogur";2,755
1716;73469,5;"einbylishus";171,1;"Kopavogur";3,668
1717;27765,4;"ibudareign";91,1;"Kopavogur";2,911
1718;35022;"ibudareign";110,8;"Grafarholt";2,851
1719;19500;"ibudareign";76,9;"Breidholt";2,221
1720;25598,3;"ibudareign";59,5;"Gerdin";4,138
1721;24523,2;"ibudareign";88,5;"Grafarvogur";2,623
1722;69914;"radhus";204,7;"Gardabaer";2,979
1723;26283,4;"ibudareign";88,1;"Hlidar";2,52
1724;27781;"ibudareign";100,2;"LaugarneshverfiVogar";2,715
1725;23071,1;"ibudareign";88,5;"Grafarvogur";2,693
1726;20411,3;"ibudareign";64,6;"Grafarvogur";2,67
1727;22314,5;"ibudareign";106,9;"Breidholt";1,773
1728;30395,3;"ibudareign";77,9;"Midbaer";2,587
1729;24844,3;"ibudareign";82,7;"Breidholt";2,26
1730;23809,5;"ibudareign";69;"Gardabaer";2,968
1731;45734;"ibudareign";152;"Hafnarfjordur";2,68
1732;26531,7;"ibudareign";74,5;"Seltjarnanes";2,63
1733;23601,5;"ibudareign";60,1;"Hlidar";3,002
1734;36916,1;"ibudareign";120,4;"Hafnarfjordur";2,756
1735;45073,6;"ibudareign";106,2;"Kopavogur";4,189
1736;26000;"ibudareign";73,7;"Kopavogur";2,833
1737;36195,9;"ibudareign";114,8;"Kopavogur";2,633
1738;27398,8;"ibudareign";70,3;"Kopavogur";3,565
1739;35682,4;"ibudareign";103,5;"Kopavogur";3,168
1740;33800;"ibudareign";96,3;"Hafnarfjordur";3,104
