"nrhus";"nuvirdi";"teg_eign";"ibm2";"matssvaedi";"gaedi"
464;39419,9;"ibudareign";105,1;"Gerdin";4,175
465;36091,9;"ibudareign";106;"Grafarholt";3,138
466;46686,9;"radhus";132;"Grafarvogur";3,203
467;46566;"radhus";210;"Breidholt";1,805
468;25684,1;"ibudareign";93,4;"Grafarvogur";2,347
469;19908,2;"ibudareign";56,9;"Vesturbaer";2,518
470;64372,1;"radhus";159,1;"Hlidar";3,206
471;29890,9;"ibudareign";91,4;"Hafnarfjordur";3,293
472;47348,6;"ibudareign";103,9;"Kopavogur";3,688
473;47946,6;"ibudareign";107,5;"Kopavogur";3,908
474;32727,5;"ibudareign";96,2;"Kopavogur";2,804
475;36905,7;"ibudareign";109,5;"Kopavogur";3,036
476;25457,9;"ibudareign";77,5;"Kopavogur";2,723
477;39819;"radhus";116,4;"Grafarvogur";3,311
478;28533,7;"ibudareign";90,6;"LaugarneshverfiVogar";2,509
479;38805;"einbylishus";68,8;"Seltjarnanes";4,531
480;54389,4;"einbylishus";237,3;"Hafnarfjordur";1,946
481;30434,3;"ibudareign";102,2;"Kopavogur";2,555
482;52642,2;"radhus";127,6;"Kopavogur";3,948
483;25870;"einbylishus";58,3;"LaugarneshverfiVogar";3,657
484;27097,2;"ibudareign";91,4;"LaugarneshverfiVogar";2,866
485;23420,8;"ibudareign";51,2;"Gerdin";3,914
486;27535,3;"ibudareign";125,4;"Hafnarfjordur";2,047
487;33402,2;"ibudareign";103,3;"Kopavogur";2,996
488;46026,5;"ibudareign";103,9;"Kopavogur";3,835
489;45895,2;"ibudareign";106,2;"Kopavogur";3,691
490;78897;"einbylishus";201;"Kopavogur";3,516
492;26470,6;"ibudareign";88,6;"Midbaer";1,962
493;33088,9;"ibudareign";87;"Grafarvogur";3,442
494;39507;"ibudareign";110,6;"Mosfellsbaer";3,346
495;23823,8;"ibudareign";79,2;"Hafnarfjordur";2,483
496;51937,6;"einbylishus";129,8;"Hafnarfjordur";3,636
497;56232,8;"einbylishus";155;"Hafnarfjordur";3,653
498;26000;"ibudareign";73,4;"Hafnarfjordur";3,246
499;29790,8;"ibudareign";105,6;"Haaleiti";2,677
500;29068;"ibudareign";94,4;"Grafarvogur";3,157
501;32760;"ibudareign";87;"Kopavogur";3,642
502;22453,6;"ibudareign";53,9;"Midbaer";2,686
503;27690;"ibudareign";82,3;"Grafarholt";3,286
504;11463,4;"ibudareign";39,5;"Breidholt";2,207
505;33456,8;"ibudareign";90,2;"Fossvogur";3,485
506;20833,8;"ibudareign";55,3;"Vesturbaer";2,821
507;37434,8;"radhus";125,4;"Grafarvogur";2,862
508;71669;"radhus";212,6;"Seltjarnanes";2,501
509;51324;"Parhus";163,5;"Hafnarfjordur";2,981
510;74339,2;"ibudareign";150,6;"Kopavogur";4,195
511;26947,7;"ibudareign";86,3;"Kopavogur";3,03
512;29084,9;"ibudareign";95,1;"Kopavogur";2,499
513;13611;"ibudareign";60,4;"Kopavogur";1,948
514;20078,5;"ibudareign";78,4;"Kopavogur";2,329
515;23289,5;"ibudareign";92,2;"Grafarvogur";2,431
516;37941,8;"ibudareign";132,5;"Gerdin";3,342
517;27264,9;"ibudareign";89,4;"Grafarvogur";2,948
518;59729,8;"ibudareign";155;"Hlidar";3,416
519;55203,2;"einbylishus";154;"Grafarvogur";3,342
520;27511,9;"ibudareign";88,4;"Grafarvogur";2,767
521;22969,7;"ibudareign";92;"Arbaer";2,229
522;23354,5;"ibudareign";87,6;"LaugarneshverfiVogar";2,502
523;21404,5;"ibudareign";61,1;"Gardabaer";3,141
524;66342,9;"einbylishus";185,5;"Hafnarfjordur";3,501
525;17871,1;"ibudareign";64,9;"Hafnarfjordur";2,598
526;31054,4;"ibudareign";102,5;"Haaleiti";2,878
527;32466,2;"ibudareign";109,8;"Mosfellsbaer";2,512
528;31142,8;"ibudareign";77,5;"Vesturbaer";3,245
529;57900,7;"ibudareign";143,6;"Midbaer";2,451
530;28392;"ibudareign";108,7;"Grafarvogur";2,656
531;24432,2;"ibudareign";53,2;"Midbaer";2,875
532;31293,6;"ibudareign";88,8;"Hafnarfjordur";3,131
533;39384,8;"ibudareign";98,2;"Gardabaer";3,776
534;40168,7;"ibudareign";127,3;"Kopavogur";3,124
535;86024,9;"einbylishus";184,9;"Grafarholt";3,844
536;18974,8;"ibudareign";64,1;"Breidholt";2,282
537;24872,9;"ibudareign";79,5;"Grafarvogur";2,775
538;20212,4;"ibudareign";64,4;"Breidholt";2,764
539;27944,8;"ibudareign";100,8;"LaugarneshverfiVogar";2,41
540;17147;"ibudareign";51,2;"Midbaer";2,059
541;18185,7;"ibudareign";65;"Hafnarfjordur";2,757
542;24167;"ibudareign";118,4;"Hafnarfjordur";1,878
543;74439,3;"einbylishus";267,7;"Kopavogur";2,641
544;77321,4;"einbylishus";183,9;"Kopavogur";3,851
545;28402,4;"ibudareign";76,9;"Hlidar";2,92
546;36608;"ibudareign";116,6;"LaugarneshverfiVogar";2,691
547;31695,3;"ibudareign";114,2;"Hafnarfjordur";2,612
548;33787;"ibudareign";97,7;"Hafnarfjordur";3,364
549;22066,2;"ibudareign";51,7;"Hafnarfjordur";3,588
550;27524,9;"ibudareign";64;"Midbaer";3,045
551;26761,8;"ibudareign";68,1;"Haaleiti";3,643
552;36266,1;"einbylishus";144,3;"Hafnarfjordur";2,136
553;18476,9;"ibudareign";43,3;"Midbaer";2,91
554;43817,8;"ibudareign";120,2;"Hafnarfjordur";3,278
555;21451,3;"ibudareign";84,1;"Hafnarfjordur";2,168
556;47392,8;"ibudareign";106,2;"Kopavogur";3,8
557;64927,2;"radhus";189;"Kopavogur";3,12
558;44964,4;"ibudareign";103,5;"Kopavogur";3,582
559;26306,8;"ibudareign";78,1;"Kopavogur";2,819
560;31354,7;"ibudareign";104,7;"Kopavogur";2,929
561;32481,8;"radhus";94;"Mosfellsbaer";3,241
562;36998;"ibudareign";117,9;"Grafarholt";2,789
563;36335;"ibudareign";100,4;"Mosfellsbaer";3,123
564;48396,4;"ibudareign";151,8;"Hafnarfjordur";2,696
565;57177,9;"einbylishus";187,3;"Hafnarfjordur";2,721
566;74259,9;"einbylishus";239,9;"Kopavogur";2,556
567;31428,8;"ibudareign";100,7;"Gerdin";3,85
568;34312,2;"ibudareign";88,3;"Grafarvogur";3,844
569;37343,8;"ibudareign";109,8;"Breidholt";2,877
570;29226,6;"ibudareign";73,3;"Hlidar";3,6
571;18084,3;"ibudareign";46,4;"Fossvogur";3,565
572;36311,6;"ibudareign";112,9;"Arbaer";2,882
573;25409,8;"ibudareign";72,9;"Hafnarfjordur";3,56
574;17448,6;"ibudareign";63,1;"Hafnarfjordur";2,352
575;59276,1;"einbylishus";211;"Kopavogur";2,572
576;52549,9;"einbylishus";132,2;"Gardabaer";3,416
577;45930,3;"ibudareign";168,5;"Kopavogur";2,491
578;31944,9;"ibudareign";100,4;"Haaleiti";2,891
579;41161,9;"ibudareign";81,4;"Fossvogur";4,512
580;18839,6;"ibudareign";58,3;"Breidholt";2,399
581;28550,6;"ibudareign";103,5;"Hafnarfjordur";2,547
582;40418,3;"ibudareign";111;"Hafnarfjordur";3,115
583;53706,9;"ibudareign";96,4;"Midbaer";3,75
584;85550,4;"einbylishus";283,7;"Gerdin";3,452
585;20533,5;"ibudareign";75,4;"LaugarneshverfiVogar";2,601
586;29567,2;"ibudareign";75,6;"Grafarvogur";4,012
587;45500;"einbylishus";143;"Gardabaer";2,828
588;14297,4;"ibudareign";56,9;"Midbaer";1,576
589;30150,9;"ibudareign";81,6;"Fossvogur";2,915
590;36168,6;"ibudareign";124,3;"Hlidar";2,14
591;24013,6;"ibudareign";72,7;"Hlidar";2,428
592;22733,1;"ibudareign";55,7;"Midbaer";2,606
593;22319,7;"ibudareign";68;"Haaleiti";2,947
594;63671,4;"radhus";180,1;"Fossvogur";2,853
595;38990,9;"ibudareign";100;"Gerdin";3,769
596;22835,8;"ibudareign";62,6;"Gerdin";4,033
597;12342,2;"ibudareign";42,6;"Hafnarfjordur";2,629
598;46640,1;"einbylishus";190,6;"LaugarneshverfiVogar";2,503
599;56036,5;"einbylishus";142;"Mosfellsbaer";3,801
600;21840;"ibudareign";73,7;"Kopavogur";2,403
601;33763,6;"ibudareign";90,6;"Kopavogur";3,227
602;46020;"ibudareign";152,1;"Kopavogur";2,729
603;71446,7;"einbylishus";181,7;"Kopavogur";3,294
604;27653,6;"ibudareign";96,6;"Grafarvogur";2,909
605;27654,9;"ibudareign";81,9;"Grafarholt";3,395
606;31443,1;"ibudareign";127,5;"Mosfellsbaer";2,034
607;22997;"ibudareign";61,2;"Grafarvogur";3,196
608;22353,5;"ibudareign";72,7;"Kopavogur";2,7
609;22100;"ibudareign";88,6;"LaugarneshverfiVogar";2,16
610;20866,3;"ibudareign";51,2;"Midbaer";2,538
611;26334,1;"ibudareign";86,2;"LaugarneshverfiVogar";2,745
612;23121,8;"ibudareign";66,3;"LaugarneshverfiVogar";3,248
613;22738,3;"ibudareign";60,3;"LaugarneshverfiVogar";3,399
614;28372,5;"ibudareign";101,7;"Hlidar";2,411
615;25195,3;"ibudareign";87,6;"Grafarvogur";2,831
616;29714,1;"ibudareign";93,8;"LaugarneshverfiVogar";2,972
617;23257;"ibudareign";66,1;"Breidholt";3,144
618;53235;"Parhus";117,7;"Mosfellsbaer";4,109
619;48230;"radhus";191,2;"Breidholt";2,094
620;28782;"radhus";112,2;"Hafnarfjordur";2,543
621;23311,6;"ibudareign";63,4;"Hafnarfjordur";3,538
622;26000;"ibudareign";83;"LaugarneshverfiVogar";2,679
623;47339,5;"ibudareign";139,9;"Hlidar";2,676
624;22154,6;"ibudareign";61,9;"Seltjarnanes";3,038
625;44933,2;"ibudareign";85,3;"Gerdin";3,55
626;18525;"ibudareign";78,1;"Kopavogur";1,969
627;19516,9;"ibudareign";83,2;"Breidholt";1,946
628;27069,9;"ibudareign";81,2;"Fossvogur";2,646
629;27344,2;"ibudareign";73;"Gardabaer";3,712
630;59096,7;"einbylishus";153,7;"Hafnarfjordur";3,796
631;53959,1;"radhus";184,7;"Kopavogur";2,548
632;49643,1;"ibudareign";135,9;"Kopavogur";3,219
633;34959,6;"ibudareign";111,5;"Kopavogur";2,549
634;33020;"ibudareign";79,8;"Kopavogur";3,877
635;36829;"ibudareign";118,3;"Grafarvogur";3,029
636;30686,5;"ibudareign";103,2;"Hafnarfjordur";2,938
637;20829,9;"ibudareign";64,7;"Haaleiti";2,929
638;34429,2;"ibudareign";110,4;"Mosfellsbaer";2,665
639;51714;"einbylishus";139,1;"Grafarvogur";3,751
640;41590,9;"ibudareign";86;"Fossvogur";4,544
641;22336,6;"ibudareign";62,4;"Vesturbaer";2,939
642;48568;"radhus";157,6;"Kopavogur";2,956
643;31668;"ibudareign";101,5;"Kopavogur";2,775
644;30644,9;"ibudareign";80,2;"Kopavogur";3,673
645;27437,8;"ibudareign";84,3;"LaugarneshverfiVogar";2,941
646;19266;"ibudareign";48,4;"Midbaer";2,41
647;30940;"ibudareign";63,7;"Gardabaer";4,776
648;58029,4;"radhus";163,3;"Grafarholt";3,222
649;28421,9;"ibudareign";87;"Grafarholt";3,485
650;19221,8;"ibudareign";50,3;"Seltjarnanes";2,899
651;34546,2;"ibudareign";125;"Hafnarfjordur";2,315
652;18837;"ibudareign";64;"Kopavogur";2,384
653;26811,2;"ibudareign";81,4;"Kopavogur";2,684
654;19370;"ibudareign";78,1;"Kopavogur";2,153
655;21931;"ibudareign";48,1;"Midbaer";2,804
656;72160,4;"einbylishus";226,1;"Gerdin";4,006
657;31051,8;"ibudareign";121,4;"LaugarneshverfiVogar";2,15
658;24524,5;"ibudareign";76,7;"Grafarvogur";3,029
659;33287,8;"ibudareign";110,6;"Hlidar";2,643
660;22594;"ibudareign";66,9;"LaugarneshverfiVogar";3,023
661;30576;"ibudareign";88,7;"Grafarvogur";3,302
662;21309,6;"ibudareign";84,5;"Hafnarfjordur";2,17
663;43044,3;"ibudareign";120,5;"Gardabaer";3,057
664;62262,2;"einbylishus";140,5;"Gardabaer";3,815
665;42465,8;"ibudareign";120,4;"Gardabaer";3,332
666;18395;"ibudareign";51,4;"Hafnarfjordur";3,401
667;41460,9;"radhus";165,4;"Hafnarfjordur";2,309
668;32814,6;"ibudareign";96,9;"Hafnarfjordur";2,951
669;56247,1;"einbylishus";143,3;"Hafnarfjordur";3,306
670;21938,8;"ibudareign";57,2;"Midbaer";2,316
671;24272,3;"ibudareign";76,3;"Kopavogur";3,046
672;28696,2;"ibudareign";87,4;"Kopavogur";3,077
673;33415,2;"ibudareign";99,3;"Kopavogur";2,772
674;27873,3;"ibudareign";96,8;"LaugarneshverfiVogar";2,401
675;42116,1;"ibudareign";141,4;"Gerdin";3,743
676;84064,5;"Parhus";235,8;"Seltjarnanes";3,042
677;56083,3;"ibudareign";154,3;"Hlidar";3,131
678;33764,9;"ibudareign";117,3;"Haaleiti";2,372
679;38005,5;"ibudareign";157,4;"Gerdin";2,971
680;21136,7;"ibudareign";60,2;"Midbaer";2,217
681;30030;"ibudareign";110,8;"Grafarholt";2,637
682;21541;"ibudareign";76;"Breidholt";2,169
683;30501,9;"ibudareign";77,5;"Gerdin";4,246
684;57229,9;"radhus";179,1;"Grafarvogur";3,343
685;37625,9;"ibudareign";125,5;"Hafnarfjordur";2,984
686;30875;"ibudareign";80,3;"Midbaer";2,607
687;22717,5;"ibudareign";89,4;"Breidholt";2,272
688;53804,4;"radhus";157,1;"Mosfellsbaer";3,089
689;45848,4;"radhus";149,5;"Mosfellsbaer";2,667
690;28064,4;"ibudareign";90;"Mosfellsbaer";3,016
691;23286,9;"ibudareign";81,2;"Gerdin";3,379
692;21448,7;"ibudareign";60,4;"Vesturbaer";2,686
693;16872,7;"ibudareign";49;"Gerdin";3,532
694;33112,3;"ibudareign";99,7;"Hafnarfjordur";3,391
695;25188,8;"ibudareign";56,2;"Vesturbaer";3,485
696;23393,5;"ibudareign";110,6;"Breidholt";1,729
697;22077,9;"ibudareign";91,3;"Kopavogur";2,124
698;29303,3;"ibudareign";73;"Kopavogur";3,949
699;34303,1;"ibudareign";115,1;"Hafnarfjordur";2,818
700;17550;"ibudareign";46,2;"LaugarneshverfiVogar";3,204
701;45432,4;"ibudareign";129,4;"LaugarneshverfiVogar";3,174
702;26146,9;"ibudareign";87,4;"Kopavogur";2,656
703;21613,8;"ibudareign";62,7;"Kopavogur";2,891
704;66281,8;"radhus";181,7;"Fossvogur";3,239
705;27170;"ibudareign";101,9;"Hafnarfjordur";2,721
706;44525;"radhus";144,5;"Grafarvogur";2,931
707;33662,2;"ibudareign";76,9;"Midbaer";3,199
708;27514,5;"ibudareign";79,7;"Grafarvogur";3,46
709;32956,3;"ibudareign";88,5;"Kopavogur";3,118
710;46927,4;"ibudareign";104,5;"Kopavogur";4,166
711;30400,5;"ibudareign";102,6;"Kopavogur";2,686
712;18500,3;"ibudareign";54,1;"Kopavogur";3,229
713;34903,7;"ibudareign";92,8;"Kopavogur";3,137
714;82624,1;"einbylishus";279,4;"Kopavogur";2,423
715;24528,4;"ibudareign";77;"Midbaer";1,949
716;38495,6;"ibudareign";138,4;"Haaleiti";2,301
717;30399,2;"ibudareign";70;"Breidholt";3,076
718;23660;"ibudareign";83;"LaugarneshverfiVogar";2,801
719;28064,4;"ibudareign";69,6;"Fossvogur";3,248
720;30468,1;"ibudareign";88,9;"Kopavogur";3,024
721;19685,9;"ibudareign";74,2;"Breidholt";2,398
722;58047,6;"radhus";132,8;"Gardabaer";4,215
723;60500,7;"ibudareign";140,8;"Kopavogur";3,793
724;37553,1;"ibudareign";120,2;"Kopavogur";2,581
725;23158,2;"ibudareign";79,5;"Grafarvogur";2,496
726;39248,3;"ibudareign";131,7;"Gerdin";3,689
727;20324,2;"ibudareign";64,3;"Arbaer";2,805
728;24524,5;"ibudareign";101,9;"Grafarvogur";2,202
729;26975;"ibudareign";78;"Midbaer";2,299
730;11941,8;"ibudareign";35,5;"Breidholt";2,946
731;44770,7;"ibudarhus";139,4;"Vesturbaer";2,313
732;32890;"ibudareign";94,6;"LaugarneshverfiVogar";3,391
733;27245,4;"ibudareign";82,6;"Hafnarfjordur";2,959
734;37025,3;"ibudareign";125,1;"Gardabaer";2,684
735;30821,7;"ibudareign";75,2;"Kopavogur";3,682
736;30778,8;"ibudareign";85;"Kopavogur";3,135
737;38403,3;"ibudareign";79,1;"Midbaer";3,114
738;31525;"ibudareign";108,5;"Mosfellsbaer";2,398
739;23903,1;"ibudareign";103,5;"Arbaer";1,737
740;31692,7;"ibudareign";90,9;"Mosfellsbaer";2,943
741;33757,1;"ibudareign";74,8;"Midbaer";2,691
742;27059,5;"ibudareign";96,8;"Breidholt";2,127
743;31943,6;"ibudareign";107,1;"Grafarvogur";2,614
744;30919,2;"ibudareign";61,6;"Midbaer";2,95
745;18842,2;"ibudareign";37,4;"Midbaer";3,063
746;34409,7;"ibudareign";120,1;"Hafnarfjordur";2,636
747;38318,8;"ibudareign";93,1;"Midbaer";2,826
748;15280,2;"ibudareign";40,5;"Hafnarfjordur";2,923
749;32266;"ibudareign";86,4;"Hafnarfjordur";3,375
750;24542,7;"ibudareign";81,7;"Breidholt";2,583
751;26611;"ibudareign";74,9;"Hlidar";2,835
752;48357,4;"ibudareign";100;"Seltjarnanes";4,198
753;22960,6;"ibudareign";51,2;"Gerdin";3,964
754;25454;"ibudareign";71,8;"Hafnarfjordur";2,989
755;27778,4;"ibudareign";59,4;"Midbaer";2,911
756;29182,4;"ibudareign";77,6;"Hlidar";3,031
757;24690,9;"ibudareign";61;"LaugarneshverfiVogar";3,769
758;25981,8;"ibudareign";90,3;"Grafarvogur";2,46
759;28636,4;"ibudareign";92,5;"Hafnarfjordur";3,075
760;18049,2;"radhus";71,5;"Hafnarfjordur";2,513
761;28064,4;"ibudareign";78,6;"Hafnarfjordur";3,39
762;54342,6;"radhus";183,9;"Grafarvogur";2,842
763;20660,9;"ibudareign";82,7;"Hafnarfjordur";2,251
764;24050;"ibudareign";74,1;"Hlidar";2,848
765;23679,5;"ibudareign";100,2;"Breidholt";2,094
766;33940,4;"ibudareign";119;"Hafnarfjordur";2,809
767;26026;"ibudareign";72,5;"Gardabaer";3,07
768;75437,7;"einbylishus";255;"Hafnarfjordur";2,72
769;37476,4;"ibudareign";149,5;"Hafnarfjordur";2,206
770;48061;"ibudareign";122;"Hafnarfjordur";3,727
771;31766,8;"ibudareign";91,7;"Kopavogur";3,355
772;55554,2;"einbylishus";151,3;"Kopavogur";2,926
773;21912,8;"ibudareign";89,9;"Breidholt";2,036
774;31122;"ibudareign";122,7;"Hafnarfjordur";2,22
775;45373,9;"ibudareign";120,2;"LaugarneshverfiVogar";3,484
776;20979,4;"ibudareign";64,6;"Grafarvogur";3,225
777;17104,1;"ibudareign";47,6;"LaugarneshverfiVogar";3,088
778;28276,3;"ibudareign";83,5;"LaugarneshverfiVogar";3,002
779;27510,6;"ibudareign";92,5;"LaugarneshverfiVogar";2,632
780;19922,5;"ibudareign";57,7;"LaugarneshverfiVogar";3,193
781;35490;"ibudareign";111;"Hafnarfjordur";3,147
782;31053,1;"ibudareign";101,6;"Kopavogur";2,754
783;26910;"ibudareign";101,8;"Hafnarfjordur";2,327
784;37658,4;"radhus";188,8;"Breidholt";1,7
785;77634,7;"Parhus";153,1;"Midbaer";3,464
786;89801,4;"einbylishus";142,3;"Seltjarnanes";4,45
787;89108,5;"radhus";218,9;"Seltjarnanes";3,478
788;25126,4;"ibudareign";72,3;"LaugarneshverfiVogar";2,804
789;31175,3;"ibudareign";84,9;"Hafnarfjordur";3,521
790;37681,8;"ibudareign";104;"Kopavogur";3,224
791;18254,6;"ibudareign";60,4;"Kopavogur";2,765
792;18538;"ibudareign";41,4;"LaugarneshverfiVogar";3,605
793;27294,8;"ibudareign";106,5;"Gerdin";3,14
794;69451,2;"radhus";167,7;"Seltjarnanes";3,352
795;56115,8;"ibudareign";150,8;"Haaleiti";3,159
796;87092,2;"einbylishus";185,3;"Gardabaer";4,392
797;53965,6;"Parhus";171,7;"Hafnarfjordur";2,99
798;28285,4;"ibudareign";94,6;"Hafnarfjordur";2,655
799;28810,6;"ibudareign";76,4;"Hafnarfjordur";3,797
800;24020,1;"ibudareign";92,7;"Arbaer";2,175
801;28957,5;"ibudareign";80,9;"Midbaer";2,322
802;81863,6;"radhus";220;"Seltjarnanes";2,943
803;37547,9;"ibudareign";113;"LaugarneshverfiVogar";3,037
804;39542,1;"ibudareign";123,1;"Grafarholt";2,929
805;24167;"ibudareign";89,5;"Kopavogur";2,229
806;31558,8;"ibudareign";104,4;"Kopavogur";2,871
807;44523,7;"ibudareign";103,9;"Kopavogur";4,001
808;36328,5;"ibudareign";94,1;"Seltjarnanes";3,029
809;27931,8;"ibudareign";82;"LaugarneshverfiVogar";2,807
810;28965,3;"ibudareign";100,4;"Grafarvogur";2,495
811;42702,4;"radhus";142,2;"Gardabaer";2,522
812;18840,9;"ibudareign";51,8;"Hafnarfjordur";2,85
813;35064,9;"ibudareign";95,7;"Grafarvogur";3,643
814;18606,9;"ibudareign";50;"LaugarneshverfiVogar";3,159
815;24177,4;"ibudareign";81,9;"Grafarvogur";2,744
816;19406,4;"ibudareign";76,6;"Breidholt";2,182
817;52135,2;"einbylishus";137,8;"Mosfellsbaer";3,276
818;23874,5;"ibudareign";80,8;"Grafarvogur";2,861
819;87800,7;"einbylishus";214,3;"Gardabaer";3,433
820;65825,5;"radhus";158,3;"Gardabaer";4,083
821;25350;"ibudarhus";101,8;"Midbaer";1,633
822;44551;"radhus";236,5;"Breidholt";1,629
823;42883,1;"ibudareign";100,9;"LaugarneshverfiVogar";3,807
824;34643,7;"ibudareign";112,5;"Hlidar";2,717
825;18497,7;"ibudareign";53,6;"Hlidar";2,856
826;18726,5;"ibudareign";61,9;"LaugarneshverfiVogar";2,552
827;24667,5;"ibudareign";68,6;"Gardabaer";3,18
828;37050;"ibudareign";107;"Hafnarfjordur";3,395
829;24152,7;"ibudareign";65,6;"Kopavogur";3,348
830;26000;"ibudareign";90;"LaugarneshverfiVogar";2,766
831;67845,7;"radhus";152;"Seltjarnanes";3,777
832;19731,4;"ibudareign";76,3;"Hafnarfjordur";2,094
833;28229,5;"ibudareign";100,7;"Hafnarfjordur";2,609
834;22469,2;"ibudareign";51,9;"Midbaer";2,865
835;60611,2;"radhus";142,9;"Gardabaer";3,417
836;35487,4;"ibudareign";80,1;"LaugarneshverfiVogar";3,91
837;70649,8;"radhus";227,5;"Fossvogur";2,918
838;46530,9;"ibudareign";113,8;"Fossvogur";3,304
839;70649,8;"ibudareign";115,4;"Midbaer";3,591
840;28886;"ibudareign";94,7;"LaugarneshverfiVogar";2,952
841;50341,2;"radhus";140,4;"Grafarvogur";3,353
842;89398,4;"einbylishus";241,4;"Kopavogur";3,295
843;36363,6;"ibudareign";141,9;"Kopavogur";2,391
844;58246,5;"radhus";250,5;"Breidholt";2,02
845;37167;"ibudareign";100,9;"Midbaer";2,228
846;27940,9;"ibudareign";103,5;"Hafnarfjordur";2,38
847;25676,3;"ibudareign";114,1;"Breidholt";1,905
848;27263,6;"ibudareign";92,6;"Hafnarfjordur";2,865
849;48701,9;"Parhus";123,8;"Mosfellsbaer";3,379
850;44127,2;"ibudareign";100;"Gerdin";4,206
851;18058,3;"ibudareign";70,9;"LaugarneshverfiVogar";2,157
852;29850,6;"ibudareign";109,6;"Hafnarfjordur";2,491
853;65370,5;"einbylishus";175;"Hafnarfjordur";3,602
854;44220,8;"ibudareign";104,5;"Kopavogur";3,946
855;35040,2;"ibudareign";141,9;"Kopavogur";2,288
856;31982,6;"ibudareign";75,6;"Kopavogur";3,521
857;26520;"ibudareign";99,8;"Kopavogur";2,158
858;44473;"ibudareign";121,6;"Kopavogur";3,388
859;56993,3;"radhus";207,5;"Kopavogur";2,522
860;21281;"ibudareign";97,4;"Kopavogur";1,842
861;33741,5;"ibudareign";89,5;"Kopavogur";3,284
862;26917,8;"ibudareign";88,2;"Kopavogur";2,548
863;18124,6;"ibudareign";65,9;"Kopavogur";2,322
864;31577;"ibudareign";89;"Midbaer";2,538
865;30570,8;"ibudareign";89,7;"Kopavogur";3,214
866;31499;"ibudareign";75,6;"Kopavogur";3,631
867;27612;"ibudareign";70,3;"Kopavogur";3,872
868;42922,1;"ibudareign";136,3;"Kopavogur";2,741
869;45760;"ibudareign";128,3;"Kopavogur";3,319
870;24563,5;"ibudareign";62,5;"Seltjarnanes";3,021
871;39893,1;"ibudareign";85,1;"Midbaer";3,249
872;29474,9;"ibudareign";105,4;"Grafarvogur";2,882
873;21993,4;"ibudareign";70,1;"Grafarvogur";3,163
874;42797,3;"ibudareign";111,4;"Seltjarnanes";3,143
875;21641,1;"ibudareign";50,7;"Seltjarnanes";3,491
876;20956;"ibudareign";95,3;"Breidholt";1,968
877;37663,6;"ibudareign";100,7;"Grafarvogur";3,414
878;51322,7;"ibudareign";133,7;"Gerdin";3,927
879;21187,4;"ibudareign";82,7;"Arbaer";2,154
880;21967,4;"ibudareign";48,4;"Vesturbaer";3,778
881;21442,2;"ibudareign";53,2;"Midbaer";2,35
882;17690,4;"ibudareign";59,9;"Hlidar";2,592
883;22630,4;"ibudareign";103,6;"Hlidar";1,712
884;23292,1;"ibudareign";77,3;"Hafnarfjordur";2,627
885;20706,4;"ibudareign";67,8;"Gardabaer";2,898
886;55278,6;"ibudareign";141,2;"Gerdin";3,981
887;33772,7;"ibudareign";112,9;"Grafarvogur";2,999
888;24407,5;"ibudareign";93,2;"Grafarvogur";2,448
889;26371,8;"einbylishus";115;"Midbaer";1,374
890;29068;"ibudareign";84,9;"LaugarneshverfiVogar";3,009
891;9440,6;"einbylishus";36;"LaugarneshverfiVogar";2,529
892;29048,5;"ibudareign";107,5;"Seltjarnanes";2,253
893;70044;"einbylishus";177,3;"Grafarvogur";3,398
894;19355,7;"ibudareign";68,9;"LaugarneshverfiVogar";2,661
895;38075,7;"ibudareign";150;"Hafnarfjordur";2,229
896;45168,5;"ibudareign";115,6;"Kopavogur";3,528
897;26161,2;"ibudareign";92,4;"Mosfellsbaer";2,791
898;86929,7;"einbylishus";270;"Gerdin";3,98
899;32771,7;"ibudareign";88;"LaugarneshverfiVogar";3,359
900;24243,7;"ibudareign";71,7;"LaugarneshverfiVogar";3,267
901;18239;"ibudareign";53,8;"Hafnarfjordur";3,256
902;21017,1;"ibudareign";62,6;"Gerdin";4,031
903;16634,8;"ibudareign";43,2;"Midbaer";2,419
904;16116,1;"ibudareign";44,9;"LaugarneshverfiVogar";3,378
905;29614;"ibudareign";89,5;"Hafnarfjordur";3,262
906;55794,7;"einbylishus";154,1;"Hafnarfjordur";3,285
907;35081,8;"ibudareign";103,1;"Hafnarfjordur";3,156
908;22579,7;"ibudareign";70,7;"Hafnarfjordur";2,862
909;57682,3;"ibudareign";140,8;"Kopavogur";3,516
910;31514,6;"ibudareign";104,4;"Kopavogur";2,809
911;25347,4;"ibudareign";97,4;"Kopavogur";2,353
912;22735,7;"ibudareign";62,5;"Seltjarnanes";3,219
913;45691,1;"einbylishus";168;"Mosfellsbaer";2,314
914;31679,7;"ibudareign";111,4;"Grafarholt";2,82
915;35925,5;"ibudareign";101,1;"Midbaer";2,617
916;37307,4;"ibudareign";103,6;"Gardabaer";3,22
917;22127,3;"ibudareign";82;"Breidholt";2,01
918;59005,7;"einbylishus";174,5;"Grafarvogur";3,18
919;31432,7;"ibudareign";97,3;"Grafarvogur";3,003
920;25217,4;"ibudareign";95,6;"Grafarvogur";2,602
921;33771,4;"ibudareign";70;"Breidholt";2,872
922;60758,1;"radhus";191,3;"Grafarvogur";2,826
923;23394,8;"ibudareign";68,6;"Gerdin";3,734
