"nrhus";"nuvirdi";"teg_eign";"byggar";"ibm2";"fjherb";"matssvaedi";"gaedi"
"18144";33763.6;"Íbúðareign";1994;99.7;3;"Kópavogur";3.147
"18145";26089.7;"Íbúðareign";2005;80.1;2;"Kópavogur";2.85
"18146";20504.9;"Íbúðareign";1936;54.5;2;"Miðbær";2.421
"18147";41511.6;"Raðhús";1973;126.6;3;"Kópavogur";2.768
"18148";26380.9;"Íbúðareign";2005;67;1;"Hafnarfjörður";3.356
"18149";29896.1;"Íbúðareign";1961;106.6;3;"Laugarneshverfi/Vogar";2.612
"18150";21873.8;"Íbúðareign";1995;70.7;2;"Grafarvogur";2.963
"18151";21409.7;"Íbúðareign";2002;68.7;2;"Kópavogur";2.636
"18152";30522.7;"Íbúðareign";1943;80.1;2;"Miðbær";2.391
"18153";70756.4;"Einbýlishús";1981;209.4;7;"Breiðholt";2.682
"18154";37654.5;"Raðhús";1979;182.3;4;"Breiðholt";1.849
"18155";25837.5;"Íbúðareign";1996;82.5;2;"Grafarvogur";2.933
"18156";22696.7;"Íbúðareign";2001;74.4;1;"Hafnarfjörður";2.776
"18157";26423.8;"Íbúðareign";1995;88.8;2;"Hafnarfjörður";2.703
"18158";30231.5;"Íbúðareign";2004;98;2;"Kópavogur";2.759
"18159";28083.9;"Íbúðareign";2006;95.5;2;"Kópavogur";2.542
"18160";33516.6;"Íbúðareign";2007;92.8;2;"Kópavogur";3.121
"18161";43251;"Einbýlishús";1955;94;2;"Kópavogur";3.565
"18162";30655.3;"Íbúðareign";1964;89.6;2;"Háaleiti";2.764
"18163";30154.8;"Íbúðareign";2004;89.4;2;"Grafarvogur";3.105
"18164";20651.8;"Íbúðareign";1985;62.5;1;"Seltjarnanes";2.765
"18165";42234.4;"Íbúðareign";2005;135.8;2;"Kópavogur";2.7
"18166";26808.6;"Íbúðareign";2004;81.4;2;"Kópavogur";2.814
"18167";18692.7;"Íbúðareign";1963;50.1;1;"Laugarneshverfi/Vogar";3.079
"18168";28557.1;"Íbúðareign";1937;80.7;2;"Miðbær";2.279
"18169";21203;"Íbúðareign";1947;78.2;1;"Hlíðar";1.963
"18170";25811.5;"Íbúðareign";1996;94.9;3;"Grafarvogur";2.596
"18171";47147.1;"Raðhús";2002;103.8;2;"Garðabær";3.894
"18172";41496;"Einbýlishús";1957;195.7;5;"Hafnarfjörður";1.998
"18173";32760;"Íbúðareign";1999;109.3;2;"Garðabær";2.522
"18174";62076.3;"Einbýlishús";2004;199.6;5;"Hafnarfjörður";2.868
"18175";41572.7;"Íbúðareign";2007;113.2;2;"Kópavogur";2.978
"18176";42872.7;"Íbúðareign";1995;155.9;4;"Kópavogur";2.356
"18177";24419.2;"Íbúðareign";1956;90.8;2;"Kópavogur";2.233
"18178";74408.1;"Einbýlishús";1996;176.2;3;"Kópavogur";3.998
"18179";31833.1;"Íbúðareign";1962;95.9;3;"Gerðin";3.606
"18180";24609;"Íbúðareign";2004;81.5;2;"Grafarholt";2.86
"18181";19869.2;"Íbúðareign";1968;44;1;"Fossvogur";3.662
"18182";37394.5;"Raðhús";1994;115.6;4;"Grafarvogur";2.91
"18183";29497;"Raðhús";1960;82;3;"Gerðin";3.874
"18184";23319.4;"Íbúðareign";1942;95.6;3;"Miðbær";1.438
"18185";51465.7;"Raðhús";2001;154.9;4;"Hafnarfjörður";2.847
"18186";20060.3;"Íbúðareign";1996;66.7;1;"Hafnarfjörður";2.935
"18187";27228.5;"Íbúðareign";2008;93.2;2;"Mosfellsbær";2.734
"18188";40264.9;"Íbúðareign";1984;94.6;2;"Fossvogur";3.388
"18189";31172.7;"Íbúðareign";1996;104.3;3;"Grafarvogur";2.789
"18190";41805.4;"Íbúðareign";2003;122.1;3;"Grafarholt";3.087
"18191";35096.1;"Íbúðareign";2007;117.8;3;"Garðabær";2.511
"18192";25350;"Íbúðareign";1988;93.2;3;"Kópavogur";2.586
"18193";15557.1;"Íbúðareign";1960;47;1;"Laugarneshverfi/Vogar";3.159
"18194";29604.9;"Íbúðareign";1956;105.7;4;"Hlíðar";2.459
"18195";20373.6;"Íbúðareign";1907;47.1;2;"Miðbær";2.542
"18196";39412.1;"Íbúðareign";1930;89.9;2;"Miðbær";2.711
"18197";17501.9;"Íbúðareign";1991;65.8;1;"Hafnarfjörður";2.652
"18198";17759.3;"Íbúðareign";1978;78.4;2;"Kópavogur";2.011
"18199";54954.9;"Parhús";1998;169.4;3;"Kópavogur";3.102
"18200";30160;"Íbúðareign";1995;98.5;2;"Kópavogur";2.805
"18201";20663.5;"Íbúðareign";1976;80.9;2;"Kópavogur";2.301
"18202";28571.4;"Íbúðareign";2004;91.7;2;"Kópavogur";2.699
"18203";17546.1;"Íbúðareign";1966;52.6;1;"Hafnarfjörður";2.851
"18204";33420.4;"Íbúðareign";2002;116.1;3;"Grafarholt";2.703
"18205";26639.6;"Íbúðareign";1978;77.5;2;"Vesturbær";3.007
"18206";35100;"Íbúðareign";1921;70;2;"Miðbær";3.289
"18207";85120.1;"Einbýlishús";1955;219.4;6;"Laugarneshverfi/Vogar";3.28
"18208";46229.3;"Íbúðareign";1954;127.6;3;"Laugarneshverfi/Vogar";3.015
"18209";18701.8;"Íbúðareign";1945;73.5;1;"Hafnarfjörður";2.053
"18210";21456.5;"Íbúðareign";1988;83.3;2;"Kópavogur";2.43
"18211";34143.2;"Íbúðareign";2006;101.7;2;"Kópavogur";3.1
"18212";35987.9;"Íbúðareign";2008;103;2;"Kópavogur";3.091
"18213";41418;"Íbúðareign";1974;113;2;"Kópavogur";3.135
"18214";32142.5;"Íbúðareign";2003;119.1;3;"Grafarholt";2.879
"18215";16234.4;"Íbúðareign";1960;47.6;1;"Laugarneshverfi/Vogar";2.869
"18216";21102.9;"Íbúðareign";2005;59;1;"Grafarholt";3.593
"18217";82943.9;"Einbýlishús";1967;150.4;4;"Garðabær";4.532
"18218";18850;"Íbúðareign";1946;48.1;1;"Garðabær";3.179
"18219";45490.9;"Einbýlishús";1977;133.8;4;"Mosfellsbær";3.243
"18220";36879.7;"Íbúðareign";2007;149.6;4;"Kópavogur";2.331
"18221";25587.9;"Íbúðareign";2006;84.5;2;"Kópavogur";2.47
"18222";14619.8;"Íbúðareign";1971;44.9;1;"Kópavogur";3.045
"18223";25662;"Íbúðareign";1963;99.8;3;"Háaleiti";2.301
"18224";31111.6;"Íbúðareign";1973;91.4;3;"Fossvogur";2.735
"18225";48747.4;"Raðhús";1976;148;4;"Garðabær";3.181
"18226";22386;"Íbúðareign";1968;94.8;3;"Árbær";1.826
"18227";38313.6;"Íbúðareign";1947;105.3;3;"Seltjarnanes";2.723
"18228";59875.4;"Raðhús";1983;288;8;"Árbær";1.867
"18229";31344.3;"Íbúðareign";1958;100.5;3;"Hlíðar";2.467
"18230";43464.2;"Raðhús";1977;153.1;3;"Breiðholt";2.156
"18231";32345.3;"Íbúðareign";1965;115.8;3;"Laugarneshverfi/Vogar";2.501
"18232";29798.6;"Íbúðareign";1965;117.2;3;"Hafnarfjörður";2.322
"18233";26806;"Íbúðareign";1996;72.3;2;"Kópavogur";3.543
"18234";52405.6;"Raðhús";1990;148;3;"Garðabær";3.074
"18235";24024;"Íbúðareign";1996;72.4;2;"Kópavogur";2.811
"18236";29299.4;"Íbúðareign";2007;95.1;2;"Kópavogur";2.729
"18237";20150;"Íbúðareign";1968;89.8;3;"Breiðholt";1.738
"18238";29746.6;"Íbúðareign";1956;128.3;4;"Hlíðar";1.911
"18239";29863.6;"Raðhús";1960;110.5;4;"Gerðin";3.361
"18240";27263.6;"Íbúðareign";1930;79.1;1;"Laugarneshverfi/Vogar";3.16
"18241";24659.7;"Íbúðareign";1957;100.9;2;"Laugarneshverfi/Vogar";1.985
"18242";26747.5;"Íbúðareign";1957;94;2;"Laugarneshverfi/Vogar";2.785
"18243";24368.5;"Íbúðareign";2006;74.6;1;"Mosfellsbær";3.052
"18244";18447;"Íbúðareign";1974;66;1;"Breiðholt";2.295
"18245";47576.1;"Raðhús";1973;177.6;5;"Breiðholt";2.242
"18246";31804.5;"Íbúðareign";1999;111.2;3;"Hafnarfjörður";2.719
"18247";28195.7;"Íbúðareign";1992;102.6;3;"Hafnarfjörður";2.611
"18248";27938.3;"Íbúðareign";2003;87.5;2;"Mosfellsbær";3.15
"18249";44795.4;"Íbúðareign";1947;117.5;3;"Laugarneshverfi/Vogar";3.425
"18250";66866.8;"Parhús";1984;202.5;2;"Laugarneshverfi/Vogar";2.923
"18251";29789.5;"Íbúðareign";1994;94.5;3;"Kópavogur";3.036
"18252";31453.5;"Íbúðareign";1999;103.9;3;"Kópavogur";2.452
"18253";38220;"Íbúðareign";1998;117.2;3;"Kópavogur";3.097
"18254";54475.2;"Íbúðareign";1988;134.2;4;"Seltjarnanes";3.277
"18255";64220;"Parhús";1996;173.2;4;"Kópavogur";3.584
"18256";47144.5;"Einbýlishús";1985;192.6;5;"Mosfellsbær";2.028
"18257";40931.8;"Íbúðareign";1984;110.7;4;"Gerðin";3.855
"18258";53510.6;"Raðhús";1991;162.4;4;"Grafarvogur";3.365
"18259";33072;"Íbúðareign";2007;91.2;2;"Garðabær";3.549
"18260";30670.9;"Íbúðareign";2004;127.9;3;"Hafnarfjörður";2.222
"18261";18142.8;"Íbúðareign";1956;72.7;3;"Hafnarfjörður";2.032
"18262";29837.6;"Íbúðareign";1988;93.3;2;"Kópavogur";2.606
"18263";83062.2;"Íbúðareign";2001;283.3;5;"Kópavogur";2.833
"18264";65929.5;"Parhús";1996;199.9;4;"Kópavogur";2.792
"18265";29078.4;"Íbúðareign";1994;94.4;2;"Kópavogur";2.583
"18266";30492.8;"Íbúðareign";1992;112;3;"Grafarvogur";2.387
"18267";16250;"Íbúðareign";1946;53.4;1;"Hlíðar";2.581
"18268";42478.8;"Íbúðareign";2006;139.8;4;"Kópavogur";3
"18269";40180.4;"Íbúðareign";1968;95.5;3;"Laugarneshverfi/Vogar";4.077
"18270";40180.4;"Íbúðareign";1968;95.5;3;"Laugarneshverfi/Vogar";3.665
"18271";31579.6;"Íbúðareign";1961;105.8;2;"Gerðin";3.816
"18272";24102;"Íbúðareign";1996;68.1;2;"Grafarvogur";3.455
"18273";30456.4;"Íbúðareign";2004;108.5;3;"Mosfellsbær";2.695
"18274";34793.2;"Íbúðareign";1947;142.8;4;"Hafnarfjörður";2.165
"18275";61956.7;"Einbýlishús";1987;149.4;3;"Garðabær";3.407
"18276";62879.7;"Íbúðareign";2008;153.8;4;"Kópavogur";3.976
"18277";60814;"Raðhús";1985;148.2;4;"Kópavogur";3.298
"18278";20854.6;"Íbúðareign";1961;69.4;2;"Gerðin";3.596
"18279";70439.2;"Parhús";2000;203.9;4;"Kópavogur";3.225
"18280";25824.5;"Íbúðareign";2004;86.3;2;"Kópavogur";2.553
"18281";24960;"Íbúðareign";1997;74.2;2;"Grafarvogur";2.971
"18282";32108.7;"Íbúðareign";1974;154.4;4;"Hafnarfjörður";1.884
"18283";23875.8;"Íbúðareign";1955;76.1;2;"Hlíðar";2.545
"18284";13413.4;"Íbúðareign";1967;51.1;1;"Árbær";2.116
"18285";21008;"Íbúðareign";1996;69.5;2;"Grafarvogur";2.879
"18286";52781.3;"Raðhús";1974;170.6;4;"Garðabær";2.856
"18287";41340;"Íbúðareign";2008;129.5;2;"Garðabær";2.823
"18288";30238;"Íbúðareign";2008;103;2;"Kópavogur";2.715
"18289";19767.8;"Íbúðareign";1979;72.8;2;"Kópavogur";2.51
"18290";25659.4;"Íbúðareign";1996;81.3;2;"Grafarvogur";2.892
"18291";68493.1;"Parhús";2000;141.9;3;"Garðabær";4.07
"18292";34585.2;"Íbúðareign";2004;112;3;"Kópavogur";2.954
"18293";44772;"Íbúðareign";2007;153.6;4;"Kópavogur";2.429
"18294";64065.3;"Raðhús";2007;210.1;4;"Kópavogur";2.752
"18295";33988.5;"Íbúðareign";2007;127.3;3;"Kópavogur";2.283
"18296";21082.1;"Íbúðareign";1959;84.5;1;"Laugarneshverfi/Vogar";2.231
"18297";34105.5;"Íbúðareign";2008;94.7;1;"Garðabær";2.986
"18298";16958.5;"Íbúðareign";1964;59.3;1;"Háaleiti";2.321
"18299";18107.7;"Íbúðareign";1975;70.2;2;"Breiðholt";1.947
"18300";35304.1;"Íbúðarhús";1926;88.9;3;"Miðbær";2.669
"18301";19680.7;"Íbúðareign";1995;66.2;2;"Grafarvogur";2.53
"18302";23289.5;"Íbúðareign";1947;64.8;1;"Hlíðar";3.127
"18303";69334.2;"Einbýlishús";2007;209.1;4;"Mosfellsbær";3.06
"18304";24570;"Íbúðareign";1967;112.4;3;"Árbær";1.91
"18305";23208.9;"Íbúðareign";1990;76.5;2;"Hafnarfjörður";2.938
"18306";27675.7;"Íbúðareign";2006;90.8;2;"Kópavogur";2.822
"18307";29207.1;"Íbúðareign";2006;84.5;2;"Kópavogur";3.054
"18308";29875.3;"Íbúðareign";1993;107.9;3;"Kópavogur";2.665
"18309";25054.9;"Íbúðareign";1996;93;3;"Mosfellsbær";2.501
"18310";122774.6;"Einbýlishús";1930;234.6;4;"Miðbær";3.288
"18311";22074;"Íbúðareign";1947;75.7;1;"Hlíðar";2.444
"18312";43378.4;"Raðhús";1993;98.5;1;"Mosfellsbær";3.835
"18313";53263.6;"Íbúðareign";1962;179.1;3;"Kópavogur";2.358
"18314";131111.5;"Einbýlishús";1988;259.9;5;"Seltjarnanes";4.503
"18315";22360;"Íbúðareign";1982;101.4;2;"Breiðholt";1.779
"18316";39510.9;"Íbúðareign";2005;110.6;2;"Mosfellsbær";3.007
"18317";25239.5;"Íbúðareign";1994;80.4;2;"Grafarvogur";2.749
"18318";25207;"Íbúðareign";1974;102.8;3;"Kópavogur";1.953
"18319";26325;"Íbúðareign";2005;80.1;2;"Kópavogur";2.987
"18320";34125;"Íbúðareign";2005;96.4;3;"Kópavogur";3.394
"18321";86749;"Einbýlishús";2003;208.7;5;"Grafarholt";3.77
"18322";23484.5;"Íbúðareign";1965;58.7;2;"Háaleiti";3.679
"18323";33463.3;"Íbúðareign";1972;91.7;3;"Fossvogur";3.402
"18324";22158.5;"Íbúðareign";1968;61.3;1;"Laugarneshverfi/Vogar";3.003
"18325";22158.5;"Íbúðareign";1968;61.3;1;"Laugarneshverfi/Vogar";3.186
"18326";22964.5;"Íbúðareign";1994;72;4;"Hafnarfjörður";3.043
"18327";28624.7;"Íbúðareign";1974;108.5;3;"Hafnarfjörður";2.573
"18328";28278.9;"Íbúðareign";1999;100.7;3;"Hafnarfjörður";2.482
"18329";49748.4;"Íbúðareign";2007;136.1;2;"Kópavogur";3.557
"18330";34450;"Íbúðareign";2007;127.3;3;"Kópavogur";2.585
"18331";31643.3;"Íbúðareign";1995;96.7;2;"Kópavogur";2.774
"18332";58711.9;"Einbýlishús";1956;152.9;6;"Gerðin";3.549
"18333";30017;"Íbúðareign";2003;96.5;2;"Kópavogur";2.558
"18334";29611.4;"Íbúðareign";1992;90.2;2;"Miðbær";2.271
"18335";25116;"Íbúðareign";1930;75.6;2;"Gerðin";4.001
"18336";36797.8;"Íbúðareign";2002;119.2;3;"Grafarvogur";2.921
"18337";24594.7;"Íbúðareign";1995;83.2;2;"Grafarvogur";3.034
"18338";50519.3;"Íbúðareign";2004;127.6;3;"Miðbær";2.542
"18339";76700;"Raðhús";1979;204.7;5;"Seltjarnanes";3.165
"18340";32878.3;"Íbúðareign";1996;130;2;"Kópavogur";2.453
"18341";166288.2;"Einbýlishús";2008;320.5;5;"Garðabær";4.296
"18342";172038.1;"Einbýlishús";2008;317.4;4;"Garðabær";4.025
"18343";29617.9;"Íbúðareign";2005;100.4;2;"Mosfellsbær";2.534
"18344";20529.6;"Íbúðareign";1949;42;3;"Hlíðar";3.555
"18345";83029.7;"Einbýlishús";2008;206.4;4;"Garðabær";3.976
"18346";36194.6;"Íbúðareign";1982;145.2;3;"Hafnarfjörður";2.17
"18347";22584.9;"Íbúðareign";1998;54.1;1;"Laugarneshverfi/Vogar";4.067
"18348";49518.3;"Íbúðareign";1958;131;3;"Laugarneshverfi/Vogar";3.102
"18349";42705;"Íbúðareign";2006;120.4;3;"Garðabær";3.458
"18350";16927.3;"Íbúðareign";1971;65;1;"Hafnarfjörður";2.419
"18351";28982.2;"Íbúðareign";1999;87.6;2;"Grafarvogur";3.339
"18352";22382.1;"Íbúðareign";1971;62.9;2;"Kópavogur";3.236
"18353";50792.3;"Íbúðareign";2004;135.9;3;"Kópavogur";3.214
"18354";51437.1;"Íbúðarhús";1995;133;1;"Miðbær";2.746
"18355";55224;"Raðhús";1996;154.4;5;"Hafnarfjörður";3.317
"18356";62583.3;"Einbýlishús";1968;134.2;4;"Garðabær";3.824
"18357";15581.8;"Íbúðareign";1973;59.4;1;"Kópavogur";2.4
"18358";59590.7;"Íbúðareign";2006;173.1;3;"Kópavogur";3.107
"18359";20425.6;"Íbúðareign";1968;86.5;2;"Kópavogur";1.891
"18360";25824.5;"Íbúðareign";1991;83.8;2;"Grafarvogur";3.072
"18361";32956.3;"Íbúðareign";2003;82.2;2;"Vesturbær";3.561
"18362";29547.7;"Íbúðareign";1988;100.8;2;"Grafarvogur";2.615
"18363";38110.8;"Íbúðareign";2001;120;3;"Grafarholt";3.352
"18364";59536.1;"Einbýlishús";1994;136.9;4;"Kópavogur";4.026
"18365";63134.5;"Einbýlishús";1960;162.2;4;"Kópavogur";3.551
"18366";26630.5;"Íbúðareign";1993;83.9;2;"Kópavogur";2.592
"18367";28354.3;"Íbúðareign";1949;87.5;2;"Hlíðar";2.707
"18368";26640.9;"Íbúðareign";1950;83.8;2;"Laugarneshverfi/Vogar";3.076
"18369";57785;"Einbýlishús";1999;136.7;2;"Kópavogur";3.566
"18370";41827.5;"Íbúðareign";1978;147.8;4;"Laugarneshverfi/Vogar";2.572
"18371";20754.5;"Íbúðareign";1933;105.8;4;"Laugarneshverfi/Vogar";1.546
"18372";26390;"Íbúðareign";1929;77.6;2;"Miðbær";2.239
"18373";26443.3;"Íbúðareign";1957;95.7;2;"Hlíðar";2.014
"18374";23353.2;"Íbúðareign";1996;83.2;2;"Grafarvogur";2.466
"18375";41371.2;"Raðhús";2008;136.6;3;"Hafnarfjörður";2.806
"18376";38507.3;"Íbúðareign";2007;149.6;4;"Kópavogur";2.45
"18377";27235;"Íbúðareign";1976;86.7;3;"Kópavogur";2.926
"18378";23242.7;"Íbúðareign";1998;72.6;2;"Mosfellsbær";2.862
"18379";20866.3;"Íbúðareign";1964;55.2;1;"Háaleiti";3.135
"18380";32385.6;"Íbúðareign";2004;103.4;3;"Grafarholt";3.211
"18381";26010.4;"Íbúðareign";1958;89;2;"Laugarneshverfi/Vogar";2.425
"18382";34685.3;"Íbúðareign";1999;100.2;2;"Grafarvogur";3.069
"18383";25480;"Íbúðareign";1996;94.8;2;"Grafarvogur";2.775
"18384";27950;"Íbúðareign";1990;84.8;2;"Árbær";2.568
"18385";18850;"Íbúðareign";2005;59.9;1;"Grafarvogur";3.284
"18386";18200;"Íbúðareign";1971;70.3;1;"Breiðholt";2.078
"18387";28164.5;"Íbúðareign";2007;91.8;2;"Kópavogur";2.616
"18388";24245;"Íbúðareign";2006;73.5;2;"Hafnarfjörður";3.257
"18389";29484;"Íbúðareign";2006;84.6;2;"Kópavogur";3.31
"18390";22074;"Íbúðareign";1997;60.1;2;"Kópavogur";3.579
"18391";22072.7;"Íbúðareign";1959;75.2;2;"Hlíðar";2.464
"18392";77152.4;"Einbýlishús";1978;145.6;4;"Seltjarnanes";4.67
"18393";40181.7;"Íbúðareign";2005;117.7;3;"Hafnarfjörður";3.274
"18394";37646.7;"Íbúðareign";2008;133.2;4;"Hafnarfjörður";2.725
"18395";21665.8;"Íbúðareign";1990;70.4;1;"Kópavogur";2.861
"18396";29614;"Íbúðareign";1964;102.6;4;"Háaleiti";2.455
"18397";15081.3;"Íbúðareign";1968;55;1;"Árbær";2.137
"18398";25909;"Íbúðareign";1987;64.5;1;"Laugarneshverfi/Vogar";3.496
"18399";22317.1;"Íbúðareign";1994;81.7;2;"Grafarvogur";2.44
"18400";29872.7;"Íbúðareign";2006;102.7;2;"Hafnarfjörður";2.74
"18401";25188.8;"Íbúðareign";1991;101;3;"Hafnarfjörður";2.521
"18402";29862.3;"Íbúðareign";2000;99.1;2;"Hafnarfjörður";2.621
"18403";35100;"Íbúðareign";2006;159.1;4;"Kópavogur";1.978
"18404";50700;"Raðhús";1967;135.1;4;"Árbær";2.905
"18405";19991.4;"Íbúðareign";2001;59;1;"Mosfellsbær";3.109
"18406";40219.4;"Íbúðareign";1983;101.7;2;"Gerðin";3.623
"18407";22725.3;"Íbúðareign";1963;44.3;1;"Háaleiti";3.558
"18408";22490;"Íbúðareign";1969;80.2;2;"Breiðholt";2.379
"18409";30442.1;"Íbúðareign";1961;92.2;3;"Gerðin";4.021
"18410";24380.2;"Íbúðareign";1920;69.4;1;"Miðbær";2.268
"18411";21459.1;"Íbúðareign";2005;55.4;1;"Kópavogur";3.313
"18412";30053.4;"Íbúðareign";1984;102.5;3;"Kópavogur";2.774
"18413";61048;"Parhús";1990;192.5;4;"Kópavogur";2.574
"18414";34404.5;"Íbúðareign";1960;112.7;4;"Kópavogur";2.811
"18415";20676.5;"Íbúðareign";1998;55.4;1;"Miðbær";2.303
"18416";22917.7;"Íbúðareign";2003;65.3;1;"Grafarholt";3.176
"18417";21177;"Íbúðareign";1906;45.7;1;"Miðbær";3.076
"18418";23912.2;"Íbúðareign";1976;67.4;2;"Kópavogur";2.97
"18419";39878.8;"Íbúðareign";1983;119.4;3;"Gerðin";3.939
"18420";74701.9;"Einbýlishús";1991;180.2;4;"Garðabær";3.787
"18421";55900;"Íbúðareign";1962;151.4;3;"Kópavogur";2.936
"18422";36920;"Íbúðareign";1973;141;4;"Hafnarfjörður";2.3
"18423";38170.6;"Einbýlishús";1957;129.9;5;"Kópavogur";2.678
"18424";22410.7;"Íbúðareign";1973;75.1;2;"Kópavogur";2.806
"18425";52603.2;"Parhús";1995;161.6;4;"Hafnarfjörður";3.015
"18426";55087.5;"Raðhús";2001;115.1;3;"Seltjarnanes";4.145
"18427";19464.9;"Íbúðareign";1961;56;1;"Gerðin";3.524
"18428";46113.6;"Íbúðareign";2008;118.4;2;"Garðabær";3.723
"18429";15774.2;"Íbúðareign";1957;46.5;1;"Hlíðar";2.714
"18430";23299.9;"Einbýlishús";1906;55.2;1;"Hafnarfjörður";3.502
"18431";18491.2;"Íbúðareign";1974;61.7;2;"Kópavogur";2.419
"18432";61057.1;"Parhús";1993;155.4;3;"Kópavogur";3.276
"18433";29721.9;"Íbúðareign";1964;132.2;3;"Háaleiti";1.99
"18434";29680.3;"Íbúðareign";2001;94.9;2;"Grafarholt";2.854
"18435";19752.2;"Íbúðareign";1938;44.6;1;"Miðbær";2.884
"18436";28555.8;"Íbúðareign";2006;98.4;2;"Mosfellsbær";2.811
"18437";48148.1;"Íbúðareign";1982;100.5;2;"Fossvogur";4.068
"18438";28525.9;"Íbúðareign";2003;68.7;1;"Vesturbær";3.373
"18439";25870;"Íbúðareign";1977;101.6;4;"Breiðholt";1.913
"18440";52492.7;"Einbýlishús";1979;157.3;4;"Mosfellsbær";2.703
"18441";40054.3;"Íbúðareign";1905;73.3;2;"Miðbær";3.258
"18442";30013.1;"Íbúðareign";1958;82.4;1;"Hlíðar";2.754
"18443";20858.5;"Íbúðareign";1971;67.2;1;"Kópavogur";2.748
"18444";40647.1;"Einbýlishús";1957;107.5;5;"Gerðin";3.801
"18445";39256.1;"Íbúðareign";1961;106.9;2;"Seltjarnanes";3.159
"18446";36770.5;"Raðhús";1922;111.3;3;"Vesturbær";2.688
"18447";25006.8;"Íbúðareign";1990;86.7;2;"Grafarvogur";2.807
"18448";36493.6;"Íbúðareign";1998;140;4;"Grafarvogur";2.436
"18449";36870.6;"Íbúðareign";2006;120.3;3;"Hafnarfjörður";2.833
"18450";18840.9;"Íbúðareign";2003;62.4;1;"Hafnarfjörður";2.632
"18451";48215.7;"Einbýlishús";1972;143;4;"Garðabær";2.689
"18452";10757.5;"Íbúðareign";1945;48.5;1;"Laugarneshverfi/Vogar";1.968
"18453";26208;"Íbúðareign";1967;110.1;2;"Hafnarfjörður";2.001
"18454";31515.9;"Íbúðareign";1991;96;3;"Hafnarfjörður";3.156
"18455";15015;"Íbúðareign";1944;43.2;1;"Laugarneshverfi/Vogar";2.981
"18456";19602.7;"Íbúðareign";1930;42.6;1;"Miðbær";2.864
"18457";33573.8;"Íbúðareign";1959;85.8;2;"Laugarneshverfi/Vogar";3.455
"18458";38749.1;"Íbúðareign";1984;89.9;2;"Grafarvogur";3.765
"18459";24217.7;"Íbúðareign";1954;76.3;3;"Gerðin";3.576
"18460";24477.7;"Íbúðareign";1950;69.8;1;"Laugarneshverfi/Vogar";3.404
"18461";44363.8;"Íbúðareign";2008;129.7;2;"Garðabær";3.444
"18462";61863.1;"Einbýlishús";2003;168.9;4;"Grafarholt";3.525
"18463";25708.8;"Íbúðareign";1951;81.8;2;"Gerðin";3.47
"18464";20651.8;"Íbúðareign";2005;59;1;"Grafarholt";3.789
"18465";26832;"Íbúðareign";1962;96.6;2;"Laugarneshverfi/Vogar";2.482
"18466";37528.4;"Íbúðareign";2007;117.8;3;"Garðabær";2.92
"18467";28925;"Íbúðareign";1998;98.9;1;"Kópavogur";2.401
"18468";16711.5;"Íbúðareign";1967;51.1;1;"Árbær";2.919
"18469";25194;"Íbúðareign";1958;96.4;3;"Laugarneshverfi/Vogar";2.421
"18470";44822.7;"Íbúðareign";2008;120.7;2;"Kópavogur";3.273
"18471";23970.7;"Íbúðareign";1960;83;2;"Laugarneshverfi/Vogar";2.752
"18472";26644.8;"Íbúðareign";1946;86.8;2;"Hlíðar";2.221
"18473";54485.6;"Einbýlishús";1957;125.6;3;"Gerðin";4.106
"18474";35154.6;"Íbúðareign";1929;108.5;2;"Miðbær";1.915
"18475";36089.3;"Íbúðareign";1982;100.7;3;"Kópavogur";2.949
"18476";34346;"Íbúðareign";2008;105.3;2;"Kópavogur";3.222
"18477";32323.2;"Íbúðareign";2000;98.4;1;"Kópavogur";2.926
"18478";34460.4;"Íbúðareign";2006;121.1;3;"Kópavogur";2.441
"18479";16109.6;"Íbúðareign";1987;53.4;1;"Hafnarfjörður";2.61
"18480";23882.3;"Íbúðareign";1960;96.1;4;"Laugarneshverfi/Vogar";2.207
"18481";40929.2;"Raðhús";1957;189.4;7;"Gerðin";2.745
"18482";31596.5;"Íbúðareign";2011;88.8;2;"Hafnarfjörður";3.486
"18483";32100.9;"Íbúðareign";2005;121.3;3;"Hafnarfjörður";2.271
"18484";43183.4;"Raðhús";1977;148;3;"Garðabær";2.74
"18485";51721.8;"Raðhús";1991;139.5;4;"Garðabær";3.401
"18486";34572.2;"Íbúðareign";2008;110.1;2;"Hafnarfjörður";2.746
"18487";35239.1;"Íbúðareign";1987;109;4;"Garðabær";3.049
"18488";31258.5;"Íbúðareign";1995;101.6;3;"Garðabær";2.934
"18489";23829;"Íbúðareign";1982;65.2;1;"Seltjarnanes";3.203
"18490";22734.4;"Íbúðareign";1994;57.7;1;"Grafarvogur";3.517
"18491";50748.1;"Íbúðareign";2006;149;3;"Kópavogur";2.821
"18492";30219.8;"Íbúðareign";1968;79.5;3;"Fossvogur";3.514
"18493";32555.9;"Íbúðareign";1957;131.4;3;"Laugarneshverfi/Vogar";2.235
"18494";24632.4;"Íbúðareign";1948;94.2;1;"Hlíðar";1.988
"18495";68771.3;"Einbýlishús";2008;240.8;5;"Kópavogur";2.778
"18496";36929.1;"Íbúðareign";1992;95;2;"Miðbær";2.835
"18497";29801.2;"Íbúðareign";1934;90;2;"Miðbær";2.161
"18498";74920.3;"Einbýlishús";2002;220.7;4;"Hafnarfjörður";3.157
